0,TRAIN_DR2_MPRB0_SI1205,0
1,TRAIN_DR5_MRAV0_SX198,0
2,TRAIN_DR3_MMJB1_SX58,0
3,TRAIN_DR1_MTRR0_SX198,0
4,TRAIN_DR1_MDAC0_SI1261,0
5,TRAIN_DR8_MMWS0_SI888,0
6,TRAIN_DR2_MJEB0_SA1,0
7,TRAIN_DR6_MSMR0_SA2,0
8,TRAIN_DR2_MKDT0_SX443,0
9,TRAIN_DR2_MJHI0_SX248,0
10,TRAIN_DR8_MMPM0_SX71,0
11,TRAIN_DR5_MVLO0_SX247,0
12,TRAIN_DR7_MGSL0_SX264,0
13,TRAIN_DR7_MKLR0_SI2319,0
14,TRAIN_DR5_MHMG0_SX195,0
15,TRAIN_DR1_MRAI0_SX252,0
16,TRAIN_DR7_MJFR0_SX255,0
17,TRAIN_DR5_MTDP0_SI1274,0
18,TRAIN_DR5_MPMB0_SX421,0
19,TRAIN_DR2_MRJM0_SX58,0
20,TRAIN_DR3_MMAR0_SX346,0
21,TRAIN_DR1_MKLS0_SI2067,0
22,TRAIN_DR3_MMJB1_SX418,0
23,TRAIN_DR5_FDTD0_SI2191,0
24,TRAIN_DR5_FEAR0_SX82,0
25,TRAIN_DR5_MRVG0_SA1,0
26,TRAIN_DR5_MDHL0_SI809,0
27,TRAIN_DR4_MJEE0_SA1,0
28,TRAIN_DR2_MRGS0_SX366,0
29,TRAIN_DR5_FEAR0_SI1252,0
30,TRAIN_DR1_MGRL0_SX147,0
31,TRAIN_DR7_MFXV0_SX15,0
32,TRAIN_DR2_MSAT0_SX446,0
33,TRAIN_DR3_MDLH0_SX340,0
34,TRAIN_DR4_MLSH0_SI787,0
35,TRAIN_DR2_MARC0_SX108,0
36,TRAIN_DR3_MJRH1_SI1558,0
37,TRAIN_DR2_FCAJ0_SX309,0
38,TRAIN_DR5_MWCH0_SX182,0
39,TRAIN_DR5_MPMB0_SA2,0
40,TRAIN_DR5_MEGJ0_SI1967,0
41,TRAIN_DR5_MREW1_SA2,0
42,TRAIN_DR2_FCYL0_SA1,0
43,TRAIN_DR6_MTXS0_SX160,0
44,TRAIN_DR3_MJDA0_SX221,0
45,TRAIN_DR7_MDLR0_SX423,0
46,TRAIN_DR3_MAKB0_SI1016,0
47,TRAIN_DR7_MMDG0_SI2035,0
48,TRAIN_DR3_MILB0_SX93,0
49,TRAIN_DR1_MPSW0_SI2327,0
50,TRAIN_DR4_MJWS0_SI1773,0
51,TRAIN_DR3_FJLG0_SX269,0
52,TRAIN_DR4_MGJC0_SA1,0
53,TRAIN_DR8_MRLK0_SX303,0
54,TRAIN_DR3_MDSS1_SX337,0
55,TRAIN_DR7_FMAH1_SI2139,0
56,TRAIN_DR2_MCEW0_SX272,0
57,TRAIN_DR2_MPPC0_SX332,0
58,TRAIN_DR4_MARW0_SI1276,0
59,TRAIN_DR6_MTJU0_SI2269,0
60,TRAIN_DR4_FJXP0_SI1752,0
61,TRAIN_DR6_MTJU0_SI2020,0
62,TRAIN_DR7_MTML0_SI2325,0
63,TRAIN_DR8_MKDD0_SX37,0
64,TRAIN_DR2_FHLM0_SI1560,0
65,TRAIN_DR3_FGRW0_SA2,0
66,TRAIN_DR6_MAJP0_SI1074,0
67,TRAIN_DR1_MMRP0_SA1,0
68,TRAIN_DR3_FDJH0_SX215,0
69,TRAIN_DR5_MWCH0_SX272,0
70,TRAIN_DR7_MGAK0_SX226,0
71,TRAIN_DR7_MSAH1_SX239,0
72,TRAIN_DR6_MSVS0_SI1568,0
73,TRAIN_DR5_MJWG0_SX445,0
74,TRAIN_DR4_MMGC0_SX315,0
75,TRAIN_DR4_MRGM0_SA1,0
76,TRAIN_DR2_FLMA0_SX253,0
77,TRAIN_DR4_FJXP0_SX222,0
78,TRAIN_DR2_MJDE0_SI490,0
79,TRAIN_DR4_MLEL0_SX436,0
80,TRAIN_DR8_FMBG0_SX80,0
81,TRAIN_DR3_MTPG0_SX393,0
82,TRAIN_DR1_FVMH0_SX26,0
83,TRAIN_DR3_MHJB0_SA2,0
84,TRAIN_DR2_MRCW0_SX201,0
85,TRAIN_DR7_MDLC1_SX355,0
86,TRAIN_DR4_FKLC0_SI1615,0
87,TRAIN_DR2_MPPC0_SX152,0
88,TRAIN_DR7_MNTW0_SI2328,0
89,TRAIN_DR7_MDKS0_SA1,0
90,TRAIN_DR3_MDSS1_SX157,0
91,TRAIN_DR8_FJRB0_SA2,0
92,TRAIN_DR2_FMJB0_SA1,0
93,TRAIN_DR1_MJEB1_SA2,0
94,TRAIN_DR3_MKLS1_SA2,0
95,TRAIN_DR3_MKXL0_SI1185,0
96,TRAIN_DR5_MDWH0_SX395,0
97,TRAIN_DR3_MRDS0_SX357,0
98,TRAIN_DR3_MDWM0_SI916,0
99,TRAIN_DR7_FKSR0_SX397,0
100,TRAIN_DR2_FHLM0_SA1,0
101,TRAIN_DR5_FGDP0_SA1,0
102,TRAIN_DR4_FKLC0_SX175,0
103,TRAIN_DR4_MSMS0_SX443,0
104,TRAIN_DR3_MDDC0_SX249,0
105,TRAIN_DR2_MRCW0_SX21,0
106,TRAIN_DR1_MWAR0_SX55,0
107,TRAIN_DR6_FAPB0_SX253,0
108,TRAIN_DR6_MAJP0_SX84,0
109,TRAIN_DR2_FCMM0_SI453,0
110,TRAIN_DR4_FLHD0_SI1344,0
111,TRAIN_DR4_MJWS0_SI513,0
112,TRAIN_DR5_MRML0_SX161,0
113,TRAIN_DR3_MMEB0_SI1987,0
114,TRAIN_DR2_MCEW0_SX182,0
115,TRAIN_DR7_MRLJ1_SA2,0
116,TRAIN_DR2_MRJH0_SX79,0
117,TRAIN_DR3_FSJS0_SI1171,0
118,TRAIN_DR7_FBLV0_SA2,0
119,TRAIN_DR5_MDHL0_SI1439,0
120,TRAIN_DR2_FSRH0_SI1931,0
121,TRAIN_DR4_MSMS0_SA1,0
122,TRAIN_DR6_FSBK0_SI2329,0
123,TRAIN_DR6_FBCH0_SX236,0
124,TRAIN_DR2_MPRB0_SI575,0
125,TRAIN_DR7_MKDB0_SI588,0
126,TRAIN_DR1_FSAH0_SA1,0
127,TRAIN_DR7_MNTW0_SX348,0
128,TRAIN_DR5_MWAC0_SI2231,0
129,TRAIN_DR1_MGRL0_SX327,0
130,TRAIN_DR7_MDLR0_SA2,0
131,TRAIN_DR3_MHMR0_SI1692,0
132,TRAIN_DR7_MADD0_SI1295,0
133,TRAIN_DR3_MGAF0_SI652,0
134,TRAIN_DR7_MBOM0_SX294,0
135,TRAIN_DR6_FAPB0_SI1063,0
136,TRAIN_DR7_MPAR0_SI2206,0
137,TRAIN_DR4_FJXP0_SA1,0
138,TRAIN_DR7_MDCM0_SA1,0
139,TRAIN_DR2_FMJB0_SX367,0
140,TRAIN_DR5_MSEM1_SI2070,0
141,TRAIN_DR5_MDHL0_SX269,0
142,TRAIN_DR4_MSRG0_SI1851,0
143,TRAIN_DR3_MCDC0_SX212,0
144,TRAIN_DR5_FPMY0_SX73,0
145,TRAIN_DR7_FLEH0_SX241,0
146,TRAIN_DR4_MLBC0_SI1869,0
147,TRAIN_DR4_MJSR0_SA1,0
148,TRAIN_DR7_MDLR1_SX309,0
149,TRAIN_DR5_MRML0_SX431,0
150,TRAIN_DR7_FCRZ0_SI1913,0
151,TRAIN_DR6_MABC0_SX61,0
152,TRAIN_DR7_MHBS0_SI945,0
153,TRAIN_DR5_MGES0_SX401,0
154,TRAIN_DR7_FPAC0_SI1921,0
155,TRAIN_DR5_FTLG0_SA2,0
156,TRAIN_DR3_FSJW0_SI1963,0
157,TRAIN_DR5_FGDP0_SI2248,0
158,TRAIN_DR5_FLJA0_SX448,0
159,TRAIN_DR5_FSDC0_SA1,0
160,TRAIN_DR2_MJDE0_SX130,0
161,TRAIN_DR3_MTLB0_SX234,0
162,TRAIN_DR5_FEXM0_SX381,0
163,TRAIN_DR6_MPGR1_SA2,0
164,TRAIN_DR3_MBEF0_SI651,0
165,TRAIN_DR3_FJLG0_SA1,0
166,TRAIN_DR2_FSCN0_SA2,0
167,TRAIN_DR3_FALK0_SX276,0
168,TRAIN_DR3_MGAF0_SX22,0
169,TRAIN_DR7_MGAK0_SI1666,0
170,TRAIN_DR4_MPEB0_SA2,0
171,TRAIN_DR4_MLEL0_SX166,0
172,TRAIN_DR3_MRTC0_SX18,0
173,TRAIN_DR2_MDBP0_SI528,0
174,TRAIN_DR6_FAPB0_SA1,0
175,TRAIN_DR2_FAJW0_SA2,0
